verb,count,presente yo,presente tú,"presente él, ella, Ud.",presente nosotros,presente vosotros,"presente ellos, ellas, Uds.",presente vos,imperfecto yo,imperfecto tú,"imperfecto él, ella, Ud.",imperfecto nosotros,imperfecto vosotros,"imperfecto ellos, ellas, Uds.",imperfecto vos,pretérito yo,pretérito tú,"pretérito él, ella, Ud.",pretérito nosotros,pretérito vosotros,"pretérito ellos, ellas, Uds.",pretérito vos,futuro yo,futuro tú,"futuro él, ella, Ud.",futuro nosotros,futuro vosotros,"futuro ellos, ellas, Uds.",futuro vos,condicional yo,condicional tú,"condicional él, ella, Ud.",condicional nosotros,condicional vosotros,"condicional ellos, ellas, Uds.",condicional vos,prob
apetecer,2452,apetezco,apeteces,apetece,apetecemos,apetecéis,apetecen,apetecés,apetecía,apetecías,apetecía,apetecíamos,apetecíais,apetecían,apetecías,apetecí,apeteciste,apeteció,apetecimos,apetecisteis,apetecieron,apeteciste,apeteceré,apetecerás,apetecerá,apeteceremos,apeteceréis,apetecerán,apetecerás,apetecería,apetecerías,apetecería,apeteceríamos,apeteceríais,apetecerían,apetecerías,0.0007054974130802443
insistir,2452,insisto,insistes,insiste,insistimos,insistís,insisten,insistís,insistía,insistías,insistía,insistíamos,insistíais,insistían,insistías,insistí,insististe,insistió,insistimos,insististeis,insistieron,insististe,insistiré,insistirás,insistirá,insistiremos,insistiréis,insistirán,insistirás,insistiría,insistirías,insistiría,insistiríamos,insistiríais,insistirían,insistirías,0.0007054974130802443
faltar,2452,falto,faltas,falta,faltamos,faltáis,faltan,faltás,faltaba,faltabas,faltaba,faltábamos,faltabais,faltaban,faltabas,falté,faltaste,faltó,faltamos,faltasteis,faltaron,faltaste,faltaré,faltarás,faltará,faltaremos,faltaréis,faltarán,faltarás,faltaría,faltarías,faltaría,faltaríamos,faltaríais,faltarían,faltarías,0.0007054974130802443
girar,2451,giro,giras,gira,giramos,giráis,giran,girás,giraba,girabas,giraba,girábamos,girabais,giraban,girabas,giré,giraste,giró,giramos,girasteis,giraron,giraste,giraré,girarás,girará,giraremos,giraréis,girarán,girarás,giraría,girarías,giraría,giraríamos,giraríais,girarían,girarías,0.0007052096898285803
preocupar,2440,preocupo,preocupas,preocupa,preocupamos,preocupáis,preocupan,preocupás,preocupaba,preocupabas,preocupaba,preocupábamos,preocupabais,preocupaban,preocupabas,preocupé,preocupaste,preocupó,preocupamos,preocupasteis,preocuparon,preocupaste,preocuparé,preocuparás,preocupará,preocuparemos,preocuparéis,preocuparán,preocuparás,preocuparía,preocuparías,preocuparía,preocuparíamos,preocuparíais,preocuparían,preocuparías,0.0007020447340602758
arreglar,2438,arreglo,arreglas,arregla,arreglamos,arregláis,arreglan,arreglás,arreglaba,arreglabas,arreglaba,arreglábamos,arreglabais,arreglaban,arreglabas,arreglé,arreglaste,arregló,arreglamos,arreglasteis,arreglaron,arreglaste,arreglaré,arreglarás,arreglará,arreglaremos,arreglaréis,arreglarán,arreglarás,arreglaría,arreglarías,arreglaría,arreglaríamos,arreglaríais,arreglarían,arreglarías,0.0007014692875569476
adelgazar,2436,adelgazo,adelgazas,adelgaza,adelgazamos,adelgazáis,adelgazan,adelgazás,adelgazaba,adelgazabas,adelgazaba,adelgazábamos,adelgazabais,adelgazaban,adelgazabas,adelgacé,adelgazaste,adelgazó,adelgazamos,adelgazasteis,adelgazaron,adelgazaste,adelgazaré,adelgazarás,adelgazará,adelgazaremos,adelgazaréis,adelgazarán,adelgazarás,adelgazaría,adelgazarías,adelgazaría,adelgazaríamos,adelgazaríais,adelgazarían,adelgazarías,0.0007008938410536195
meter,2434,meto,metes,mete,metemos,metéis,meten,metés,metía,metías,metía,metíamos,metíais,metían,metías,metí,metiste,metió,metimos,metisteis,metieron,metiste,meteré,meterás,meterá,meteremos,meteréis,meterán,meterás,metería,meterías,metería,meteríamos,meteríais,meterían,meterías,0.0007003183945502914
saludar,2429,saludo,saludas,saluda,saludamos,saludáis,saludan,saludás,saludaba,saludabas,saludaba,saludábamos,saludabais,saludaban,saludabas,saludé,saludaste,saludó,saludamos,saludasteis,saludaron,saludaste,saludaré,saludarás,saludará,saludaremos,saludaréis,saludarán,saludarás,saludaría,saludarías,saludaría,saludaríamos,saludaríais,saludarían,saludarías,0.0006988797782919713
fingir,2424,finjo,finges,finge,fingimos,fingís,fingen,fingís,fingía,fingías,fingía,fingíamos,fingíais,fingían,fingías,fingí,fingiste,fingió,fingimos,fingisteis,fingieron,fingiste,fingiré,fingirás,fingirá,fingiremos,fingiréis,fingirán,fingirás,fingiría,fingirías,fingiría,fingiríamos,fingiríais,fingirían,fingirías,0.000697441162033651
pelear,2420,peleo,peleas,pelea,peleamos,peleáis,pelean,peleás,peleaba,peleabas,peleaba,peleábamos,peleabais,peleaban,peleabas,peleé,peleaste,peleó,peleamos,peleasteis,pelearon,peleaste,pelearé,pelearás,peleará,pelearemos,pelearéis,pelearán,pelearás,pelearía,pelearías,pelearía,pelearíamos,pelearíais,pelearían,pelearías,0.0006962902690269948
picar,2417,pico,picas,pica,picamos,picáis,pican,picás,picaba,picabas,picaba,picábamos,picabais,picaban,picabas,piqué,picaste,picó,picamos,picasteis,picaron,picaste,picaré,picarás,picará,picaremos,picaréis,picarán,picarás,picaría,picarías,picaría,picaríamos,picaríais,picarían,picarías,0.0006954270992720026
tirar,2414,tiro,tiras,tira,tiramos,tiráis,tiran,tirás,tiraba,tirabas,tiraba,tirábamos,tirabais,tiraban,tirabas,tiré,tiraste,tiró,tiramos,tirasteis,tiraron,tiraste,tiraré,tirarás,tirará,tiraremos,tiraréis,tirarán,tirarás,tiraría,tirarías,tiraría,tiraríamos,tiraríais,tirarían,tirarías,0.0006945639295170105
cagar,2401,cago,cagas,caga,cagamos,cagáis,cagan,cagás,cagaba,cagabas,cagaba,cagábamos,cagabais,cagaban,cagabas,cagué,cagaste,cagó,cagamos,cagasteis,cagaron,cagaste,cagaré,cagarás,cagará,cagaremos,cagaréis,cagarán,cagarás,cagaría,cagarías,cagaría,cagaríamos,cagaríais,cagarían,cagarías,0.0006908235272453779
vaciar,2395,vacío,vacías,vacía,vaciamos,vaciáis,vacían,vaciás,vaciaba,vaciabas,vaciaba,vaciábamos,vaciabais,vaciaban,vaciabas,vacié,vaciaste,vació,vaciamos,vaciasteis,vaciaron,vaciaste,vaciaré,vaciarás,vaciará,vaciaremos,vaciaréis,vaciarán,vaciarás,vaciaría,vaciarías,vaciaría,vaciaríamos,vaciaríais,vaciarían,vaciarías,0.0006890971877353936
dedicar,2392,dedico,dedicas,dedica,dedicamos,dedicáis,dedican,dedicás,dedicaba,dedicabas,dedicaba,dedicábamos,dedicabais,dedicaban,dedicabas,dediqué,dedicaste,dedicó,dedicamos,dedicasteis,dedicaron,dedicaste,dedicaré,dedicarás,dedicará,dedicaremos,dedicaréis,dedicarán,dedicarás,dedicaría,dedicarías,dedicaría,dedicaríamos,dedicaríais,dedicarían,dedicarías,0.0006882340179804015
mudar,2388,mudo,mudas,muda,mudamos,mudáis,mudan,mudás,mudaba,mudabas,mudaba,mudábamos,mudabais,mudaban,mudabas,mudé,mudaste,mudó,mudamos,mudasteis,mudaron,mudaste,mudaré,mudarás,mudará,mudaremos,mudaréis,mudarán,mudarás,mudaría,mudarías,mudaría,mudaríamos,mudaríais,mudarían,mudarías,0.0006870831249737452
sorprender,2386,sorprendo,sorprendes,sorprende,sorprendemos,sorprendéis,sorprenden,sorprendés,sorprendía,sorprendías,sorprendía,sorprendíamos,sorprendíais,sorprendían,sorprendías,sorprendí,sorprendiste,sorprendió,sorprendimos,sorprendisteis,sorprendieron,sorprendiste,sorprenderé,sorprenderás,sorprenderá,sorprenderemos,sorprenderéis,sorprenderán,sorprenderás,sorprendería,sorprenderías,sorprendería,sorprenderíamos,sorprenderíais,sorprenderían,sorprenderías,0.0006865076784704172
abatir,2386,abato,abates,abate,abatimos,abatís,abaten,abatís,abatía,abatías,abatía,abatíamos,abatíais,abatían,abatías,abatí,abatiste,abatió,abatimos,abatisteis,abatieron,abatiste,abatiré,abatirás,abatirá,abatiremos,abatiréis,abatirán,abatirás,abatiría,abatirías,abatiría,abatiríamos,abatiríais,abatirían,abatirías,0.0006865076784704172
unir,2386,uno,unes,une,unimos,unís,unen,unís,unía,unías,unía,uníamos,uníais,unían,unías,uní,uniste,unió,unimos,unisteis,unieron,uniste,uniré,unirás,unirá,uniremos,uniréis,unirán,unirás,uniría,unirías,uniría,uniríamos,uniríais,unirían,unirías,0.0006865076784704172
saltar,2383,salto,saltas,salta,saltamos,saltáis,saltan,saltás,saltaba,saltabas,saltaba,saltábamos,saltabais,saltaban,saltabas,salté,saltaste,saltó,saltamos,saltasteis,saltaron,saltaste,saltaré,saltarás,saltará,saltaremos,saltaréis,saltarán,saltarás,saltaría,saltarías,saltaría,saltaríamos,saltaríais,saltarían,saltarías,0.000685644508715425
quemar,2382,quemo,quemas,quema,quemamos,quemáis,queman,quemás,quemaba,quemabas,quemaba,quemábamos,quemabais,quemaban,quemabas,quemé,quemaste,quemó,quemamos,quemasteis,quemaron,quemaste,quemaré,quemarás,quemará,quemaremos,quemaréis,quemarán,quemarás,quemaría,quemarías,quemaría,quemaríamos,quemaríais,quemarían,quemarías,0.000685356785463761
recomenzar,2378,recomienzo,recomienzas,recomienza,recomenzamos,recomenzáis,recomienzan,recomenzás,recomenzaba,recomenzabas,recomenzaba,recomenzábamos,recomenzabais,recomenzaban,recomenzabas,recomencé,recomenzaste,recomenzó,recomenzamos,recomenzasteis,recomenzaron,recomenzaste,recomenzaré,recomenzarás,recomenzará,recomenzaremos,recomenzaréis,recomenzarán,recomenzarás,recomenzaría,recomenzarías,recomenzaría,recomenzaríamos,recomenzaríais,recomenzarían,recomenzarías,0.0006842058924571048
odiar,2367,odio,odias,odia,odiamos,odiáis,odian,odiás,odiaba,odiabas,odiaba,odiábamos,odiabais,odiaban,odiabas,odié,odiaste,odió,odiamos,odiasteis,odiaron,odiaste,odiaré,odiarás,odiará,odiaremos,odiaréis,odiarán,odiarás,odiaría,odiarías,odiaría,odiaríamos,odiaríais,odiarían,odiarías,0.0006810409366888003
actuar,2365,actúo,actúas,actúa,actuamos,actuáis,actúan,actuás,actuaba,actuabas,actuaba,actuábamos,actuabais,actuaban,actuabas,actué,actuaste,actuó,actuamos,actuasteis,actuaron,actuaste,actuaré,actuarás,actuará,actuaremos,actuaréis,actuarán,actuarás,actuaría,actuarías,actuaría,actuaríamos,actuaríais,actuarían,actuarías,0.0006804654901854722
aparecer,2361,aparezco,apareces,aparece,aparecemos,aparecéis,aparecen,aparecés,aparecía,aparecías,aparecía,aparecíamos,aparecíais,aparecían,aparecías,aparecí,apareciste,apareció,aparecimos,aparecisteis,aparecieron,apareciste,apareceré,aparecerás,aparecerá,apareceremos,apareceréis,aparecerán,aparecerás,aparecería,aparecerías,aparecería,apareceríamos,apareceríais,aparecerían,aparecerías,0.0006793145971788159
salvar,2358,salvo,salvas,salva,salvamos,salváis,salvan,salvás,salvaba,salvabas,salvaba,salvábamos,salvabais,salvaban,salvabas,salvé,salvaste,salvó,salvamos,salvasteis,salvaron,salvaste,salvaré,salvarás,salvará,salvaremos,salvaréis,salvarán,salvarás,salvaría,salvarías,salvaría,salvaríamos,salvaríais,salvarían,salvarías,0.0006784514274238238
agradecer,2357,agradezco,agradeces,agradece,agradecemos,agradecéis,agradecen,agradecés,agradecía,agradecías,agradecía,agradecíamos,agradecíais,agradecían,agradecías,agradecí,agradeciste,agradeció,agradecimos,agradecisteis,agradecieron,agradeciste,agradeceré,agradecerás,agradecerá,agradeceremos,agradeceréis,agradecerán,agradecerás,agradecería,agradecerías,agradecería,agradeceríamos,agradeceríais,agradecerían,agradecerías,0.0006781637041721598
dibujar,2355,dibujo,dibujas,dibuja,dibujamos,dibujáis,dibujan,dibujás,dibujaba,dibujabas,dibujaba,dibujábamos,dibujabais,dibujaban,dibujabas,dibujé,dibujaste,dibujó,dibujamos,dibujasteis,dibujaron,dibujaste,dibujaré,dibujarás,dibujará,dibujaremos,dibujaréis,dibujarán,dibujarás,dibujaría,dibujarías,dibujaría,dibujaríamos,dibujaríais,dibujarían,dibujarías,0.0006775882576688317
guardar,2352,guardo,guardas,guarda,guardamos,guardáis,guardan,guardás,guardaba,guardabas,guardaba,guardábamos,guardabais,guardaban,guardabas,guardé,guardaste,guardó,guardamos,guardasteis,guardaron,guardaste,guardaré,guardarás,guardará,guardaremos,guardaréis,guardarán,guardarás,guardaría,guardarías,guardaría,guardaríamos,guardaríais,guardarían,guardarías,0.0006767250879138395
impedir,2345,impido,impides,impide,impedimos,impedís,impiden,impedís,impedía,impedías,impedía,impedíamos,impedíais,impedían,impedías,impedí,impediste,impidió,impedimos,impedisteis,impidieron,impediste,impediré,impedirás,impedirá,impediremos,impediréis,impedirán,impedirás,impediría,impedirías,impediría,impediríamos,impediríais,impedirían,impedirías,0.0006747110251521912
aprobar,2343,apruebo,apruebas,aprueba,aprobamos,aprobáis,aprueban,aprobás,aprobaba,aprobabas,aprobaba,aprobábamos,aprobabais,aprobaban,aprobabas,aprobé,aprobaste,aprobó,aprobamos,aprobasteis,aprobaron,aprobaste,aprobaré,aprobarás,aprobará,aprobaremos,aprobaréis,aprobarán,aprobarás,aprobaría,aprobarías,aprobaría,aprobaríamos,aprobaríais,aprobarían,aprobarías,0.0006741355786488632
fumar,2338,fumo,fumas,fuma,fumamos,fumáis,fuman,fumás,fumaba,fumabas,fumaba,fumábamos,fumabais,fumaban,fumabas,fumé,fumaste,fumó,fumamos,fumasteis,fumaron,fumaste,fumaré,fumarás,fumará,fumaremos,fumaréis,fumarán,fumarás,fumaría,fumarías,fumaría,fumaríamos,fumaríais,fumarían,fumarías,0.0006726969623905429
celebrar,2336,celebro,celebras,celebra,celebramos,celebráis,celebran,celebrás,celebraba,celebrabas,celebraba,celebrábamos,celebrabais,celebraban,celebrabas,celebré,celebraste,celebró,celebramos,celebrasteis,celebraron,celebraste,celebraré,celebrarás,celebrará,celebraremos,celebraréis,celebrarán,celebrarás,celebraría,celebrarías,celebraría,celebraríamos,celebraríais,celebrarían,celebrarías,0.0006721215158872148
recorrer,2329,recorro,recorres,recorre,recorremos,recorréis,recorren,recorrés,recorría,recorrías,recorría,recorríamos,recorríais,recorrían,recorrías,recorrí,recorriste,recorrió,recorrimos,recorristeis,recorrieron,recorriste,recorreré,recorrerás,recorrerá,recorreremos,recorreréis,recorrerán,recorrerás,recorrería,recorrerías,recorrería,recorreríamos,recorreríais,recorrerían,recorrerías,0.0006701074531255664
reunir,2326,reúno,reúnes,reúne,reunimos,reunís,reúnen,reunís,reunía,reunías,reunía,reuníamos,reuníais,reunían,reunías,reuní,reuniste,reunió,reunimos,reunisteis,reunieron,reuniste,reuniré,reunirás,reunirá,reuniremos,reuniréis,reunirán,reunirás,reuniría,reunirías,reuniría,reuniríamos,reuniríais,reunirían,reunirías,0.0006692442833705743
quebrar,2325,quiebro,quiebras,quiebra,quebramos,quebráis,quiebran,quebrás,quebraba,quebrabas,quebraba,quebrábamos,quebrabais,quebraban,quebrabas,quebré,quebraste,quebró,quebramos,quebrasteis,quebraron,quebraste,quebraré,quebrarás,quebrará,quebraremos,quebraréis,quebrarán,quebrarás,quebraría,quebrarías,quebraría,quebraríamos,quebraríais,quebrarían,quebrarías,0.0006689565601189103
reducir,2320,reduzco,reduces,reduce,reducimos,reducís,reducen,reducís,reducía,reducías,reducía,reducíamos,reducíais,reducían,reducías,reduje,redujiste,redujo,redujimos,redujisteis,redujeron,redujiste,reduciré,reducirás,reducirá,reduciremos,reduciréis,reducirán,reducirás,reduciría,reducirías,reduciría,reduciríamos,reduciríais,reducirían,reducirías,0.00066751794386059
tardar,2313,tardo,tardas,tarda,tardamos,tardáis,tardan,tardás,tardaba,tardabas,tardaba,tardábamos,tardabais,tardaban,tardabas,tardé,tardaste,tardó,tardamos,tardasteis,tardaron,tardaste,tardaré,tardarás,tardará,tardaremos,tardaréis,tardarán,tardarás,tardaría,tardarías,tardaría,tardaríamos,tardaríais,tardarían,tardarías,0.0006655038810989417
merecer,2312,merezco,mereces,merece,merecemos,merecéis,merecen,merecés,merecía,merecías,merecía,merecíamos,merecíais,merecían,merecías,merecí,mereciste,mereció,merecimos,merecisteis,merecieron,mereciste,mereceré,merecerás,merecerá,mereceremos,mereceréis,merecerán,merecerás,merecería,merecerías,merecería,mereceríamos,mereceríais,merecerían,merecerías,0.0006652161578472776
realizar,2311,realizo,realizas,realiza,realizamos,realizáis,realizan,realizás,realizaba,realizabas,realizaba,realizábamos,realizabais,realizaban,realizabas,realicé,realizaste,realizó,realizamos,realizasteis,realizaron,realizaste,realizaré,realizarás,realizará,realizaremos,realizaréis,realizarán,realizarás,realizaría,realizarías,realizaría,realizaríamos,realizaríais,realizarían,realizarías,0.0006649284345956136
marchar,2307,marcho,marchas,marcha,marchamos,marcháis,marchan,marchás,marchaba,marchabas,marchaba,marchábamos,marchabais,marchaban,marchabas,marché,marchaste,marchó,marchamos,marchasteis,marcharon,marchaste,marcharé,marcharás,marchará,marcharemos,marcharéis,marcharán,marcharás,marcharía,marcharías,marcharía,marcharíamos,marcharíais,marcharían,marcharías,0.0006637775415889574
ejercer,2305,ejerzo,ejerces,ejerce,ejercemos,ejercéis,ejercen,ejercés,ejercía,ejercías,ejercía,ejercíamos,ejercíais,ejercían,ejercías,ejercí,ejerciste,ejerció,ejercimos,ejercisteis,ejercieron,ejerciste,ejerceré,ejercerás,ejercerá,ejerceremos,ejerceréis,ejercerán,ejercerás,ejercería,ejercerías,ejercería,ejerceríamos,ejerceríais,ejercerían,ejercerías,0.0006632020950856294
cuestionar,2301,cuestiono,cuestionas,cuestiona,cuestionamos,cuestionáis,cuestionan,cuestionás,cuestionaba,cuestionabas,cuestionaba,cuestionábamos,cuestionabais,cuestionaban,cuestionabas,cuestioné,cuestionaste,cuestionó,cuestionamos,cuestionasteis,cuestionaron,cuestionaste,cuestionaré,cuestionarás,cuestionará,cuestionaremos,cuestionaréis,cuestionarán,cuestionarás,cuestionaría,cuestionarías,cuestionaría,cuestionaríamos,cuestionaríais,cuestionarían,cuestionarías,0.0006620512020789731
